,shading60,move_sequence,shading_move_0,shading_move_1,shading_move_2,shading_move_3,shading_move_4,shading_move_5,shading_move_6,shading_move_7,shading_move_8,shading_move_9,shading_move_10,shading_move_11,shading_move_12,read_sequence
SPC_1898,24.4,0010011100111,24.4,24.4,19.5,21.9,21.9,22.4,22.4,19.5,24.4,21.9,22.4,22.4,22.4,0011100101000
SPC_1899,23.0,0001001001101,23.0,20.3,20.3,17.8,23.0,20.3,20.8,23.0,20.3,17.8,20.8,20.3,20.8,0111010011010
SPC_1900,26.1,0110010000000,26.1,24.2,24.2,23.7,23.7,24.2,26.1,23.7,26.1,26.1,26.1,26.1,26.1,0001100100000
SPC_1901,22.8,0111001101011,22.8,17.6,20.7,17.6,22.8,22.8,17.6,20.7,22.8,20.7,22.8,20.7,17.6,0101001000001
SPC_1902,24.2,0010110000101,24.2,21.7,19.3,24.2,19.3,19.3,24.2,21.7,21.7,24.2,19.3,24.2,22.2,0110110110100
SPC_1903,27.0,0110110111101,27.0,22.6,25.2,24.7,25.2,22.6,24.7,22.6,25.2,22.6,22.6,24.7,22.6,0101011101111
SPC_1904,22.8,0001100010000,22.8,20.1,20.1,20.7,20.7,20.1,20.1,22.8,20.7,22.8,22.8,20.1,22.8,0110011000010
SPC_1905,26.6,0010001001011,26.6,26.6,22.1,26.6,24.2,26.6,24.7,24.2,24.2,22.1,24.2,24.7,24.7,0010100111100
SPC_1906,27.2,0111110001001,27.2,22.9,25.4,22.9,25.4,25.4,27.2,27.2,27.2,25.4,25.0,27.2,22.9,0101000000101
SPC_1907,25.8,0010001011111,25.8,25.8,23.9,23.4,23.4,25.8,23.9,25.8,21.2,23.9,21.2,23.9,21.2,0001100010101
SPC_1908,25.2,0110100001101,25.2,20.5,20.5,22.8,23.3,22.8,22.8,22.8,25.2,23.3,23.3,22.8,23.3,0111011100010
SPC_1909,26.0,0000111000110,26.0,26.0,23.6,26.0,24.1,21.3,21.3,23.6,26.0,23.6,24.1,21.3,23.6,0010011101011
SPC_1910,27.3,0001110010010,27.3,25.0,27.3,25.5,22.9,25.5,25.0,27.3,22.9,25.0,25.0,25.5,27.3,0100101011100
SPC_1911,26.0,0110010111010,26.0,24.2,21.4,26.0,23.7,24.2,23.7,24.2,24.2,24.2,26.0,21.4,23.7,0010101000011
SPC_1912,26.3,0111010111010,26.3,24.4,24.4,21.8,26.3,21.8,23.9,24.4,24.4,24.4,26.3,21.8,26.3,0001011000010
SPC_1913,26.1,0011001001100,26.1,26.1,24.2,21.5,26.1,26.1,24.2,26.1,26.1,21.5,21.5,23.7,26.1,0001000001110
SPC_1914,23.2,0111100110001,23.2,18.1,21.1,21.1,21.1,23.2,23.2,21.1,18.1,20.5,20.5,20.5,21.1,0100000011110
SPC_1915,26.1,0010110101111,26.1,23.7,21.5,23.7,21.5,21.5,23.7,24.2,26.1,21.5,21.5,21.5,21.5,0111111001111
SPC_1916,22.3,0111001100111,22.3,17.0,17.0,20.1,19.5,19.5,17.0,17.0,19.5,22.3,17.0,20.1,20.1,0110111110100
SPC_1917,25.4,0010010110010,25.4,23.0,20.7,25.4,25.4,23.5,23.0,23.5,23.5,25.4,23.0,20.7,25.4,0110001000110
SPC_1918,25.5,0011011000001,25.5,23.0,23.5,23.5,23.0,23.5,20.8,25.5,23.0,23.0,25.5,25.5,23.5,0100101011000
SPC_1919,24.9,0001001000011,24.9,22.4,24.9,20.0,24.9,24.9,22.9,22.4,22.4,22.4,24.9,22.9,20.0,0101000111001
SPC_1920,23.8,0111010001000,23.8,21.7,18.7,21.7,23.8,21.7,21.1,23.8,21.1,21.7,23.8,21.1,21.1,0010001010011
SPC_1921,25.9,0110100101111,25.9,24.0,24.0,23.5,21.3,23.5,25.9,24.0,23.5,21.3,21.3,21.3,21.3,0001110011111
SPC_1922,25.3,0101000000101,25.3,23.4,22.8,23.4,25.3,25.3,25.3,25.3,22.8,25.3,23.4,22.8,20.6,0010000010011
SPC_1923,25.7,0000000110011,25.7,25.7,23.3,25.7,25.7,25.7,25.7,23.8,21.1,25.7,23.3,21.1,23.8,0010000010110
SPC_1924,23.0,0000110000001,20.3,23.0,23.0,23.0,20.9,20.9,23.0,23.0,23.0,23.0,23.0,23.0,20.9,1000000000000
SPC_1925,25.0,0110111111010,25.0,20.2,20.2,25.0,20.2,20.2,23.1,20.2,23.1,20.2,22.5,20.2,25.0,0110110101110
SPC_1926,24.4,0000110010011,24.4,24.4,21.8,24.4,19.4,22.4,24.4,24.4,22.4,21.8,24.4,22.4,19.4,0010100001001
SPC_1927,25.3,0001111100010,25.3,25.3,22.8,23.3,20.5,23.3,20.5,20.5,22.8,22.8,22.8,20.5,25.3,0010101111110
SPC_1928,25.1,0000110011100,25.1,25.1,25.1,22.6,23.2,23.2,22.6,22.6,20.3,20.3,20.3,22.6,22.6,0001001111111
SPC_1929,22.7,0011111011011,22.7,22.7,20.6,20.6,17.5,17.5,20.6,22.7,20.6,20.6,22.7,17.5,20.6,0000110000010
SPC_1930,25.4,0100001000110,25.4,20.7,25.4,23.0,23.0,23.0,23.5,25.4,23.0,23.0,20.7,23.5,25.4,0101110011100
SPC_1931,22.9,0001000111111,22.9,22.9,22.9,17.6,20.1,20.1,22.9,17.6,20.7,20.7,17.6,17.6,20.7,0001110100110
SPC_1932,24.6,0001101100000,24.6,24.6,24.6,19.7,19.7,22.1,19.7,19.7,24.6,24.6,24.6,22.1,24.6,0001111100010
SPC_1933,27.8,0100111101011,27.8,26.1,27.8,25.6,26.1,26.1,23.6,23.6,25.6,26.1,27.8,23.6,23.6,0001001110011
SPC_1934,25.7,0101000001010,25.7,21.1,23.3,21.1,25.7,23.3,23.3,25.7,25.7,21.1,23.3,23.8,23.3,0111011001101
SPC_1935,24.8,0100011011110,24.8,19.9,22.3,22.3,22.3,19.9,22.8,24.8,22.8,22.8,19.9,19.9,22.3,0111110000111
SPC_1936,26.5,0100111111010,26.5,24.7,24.2,24.2,24.7,22.0,24.7,24.7,22.0,24.7,24.2,24.7,26.5,0011010010100
SPC_1937,24.0,0100110111100,24.0,19.0,21.4,24.0,21.9,19.0,24.0,21.9,19.0,21.9,19.0,24.0,24.0,0110010010100
SPC_1938,27.2,0111000000010,27.2,25.4,22.8,25.4,24.9,24.9,27.2,24.9,24.9,27.2,27.2,22.8,24.9,0010110110011
SPC_1939,23.7,0010000011011,23.7,21.1,18.7,21.1,21.1,23.7,21.1,23.7,21.7,21.7,21.1,21.7,21.7,0111101000100
SPC_1940,23.1,0000010111100,23.1,20.4,23.1,20.4,23.1,21.0,23.1,17.9,21.0,21.0,17.9,23.1,20.4,0101000100101
SPC_1941,23.5,0000111001101,23.5,23.5,23.5,20.9,18.4,21.4,21.4,20.9,23.5,18.4,21.4,20.9,21.4,0001100101010
SPC_1942,23.6,0000001000111,23.6,21.0,23.6,23.6,21.0,21.0,18.6,23.6,23.6,21.0,18.6,21.6,18.6,0100111001101
SPC_1943,23.9,0011100010110,23.9,23.9,18.9,18.9,18.9,23.9,21.3,23.9,18.9,23.9,21.9,21.9,21.3,0011101010001
SPC_1944,26.7,0011001110010,26.7,24.4,22.3,22.3,26.7,26.7,22.3,24.9,22.3,24.4,26.7,22.3,24.4,0111001011011
SPC_1945,24.7,0011011010111,24.7,24.7,22.7,19.9,22.2,19.9,19.9,24.7,22.7,22.2,19.9,19.9,22.7,0001111001110
SPC_1946,24.1,0101111000100,24.1,19.1,24.1,19.1,19.1,19.1,19.1,24.1,24.1,24.1,22.0,21.5,21.5,0101111000011
SPC_1947,22.6,0010011100100,22.6,22.6,17.3,19.8,22.6,20.4,17.3,20.4,22.6,19.8,17.3,22.6,19.8,0011001001101
SPC_1948,25.5,0011011000111,25.5,23.1,23.6,20.8,23.1,20.8,23.6,25.5,25.5,25.5,23.6,20.8,20.8,0101110000011
SPC_1949,23.7,0100100000111,21.1,21.6,23.7,23.7,21.6,23.7,23.7,21.1,21.1,21.1,21.6,18.7,21.6,1000000111010
SPC_1950,25.4,0101001100110,25.4,23.5,25.4,23.5,23.0,25.4,20.7,20.7,23.0,23.0,20.7,23.5,25.4,0000101111100
SPC_1951,23.3,0111110110111,23.3,18.2,21.2,21.2,18.2,18.2,23.3,18.2,21.2,23.3,21.2,21.2,21.2,0100110100000
SPC_1952,25.6,0101100111000,25.6,23.7,25.6,23.7,20.9,23.2,25.6,23.7,23.7,20.9,23.2,25.6,23.2,0000110001101
SPC_1953,24.6,0111100001111,24.6,22.6,19.7,19.7,22.6,22.1,22.1,24.6,22.1,19.7,19.7,19.7,22.6,0011011011110
SPC_1954,23.3,0011101111001,23.3,23.3,21.2,18.2,21.2,23.3,21.2,21.2,21.2,21.2,23.3,20.6,21.2,0001000000010
SPC_1955,23.4,0101101100110,23.4,21.3,23.4,21.3,21.3,20.7,18.2,18.2,20.7,20.7,18.2,21.3,20.7,0000011111101
SPC_1956,22.6,0110111000000,22.6,20.5,17.4,22.6,20.5,17.4,20.5,22.6,19.9,19.9,19.9,19.9,22.6,0010010011110
SPC_1957,23.0,0010011110101,23.0,23.0,17.8,23.0,23.0,17.8,20.9,17.8,17.8,20.3,20.9,20.3,20.9,0010010111010
SPC_1958,24.5,0011010110001,24.5,22.0,22.5,22.5,24.5,19.6,22.0,22.5,19.6,24.5,22.0,24.5,22.5,0100011010100
SPC_1959,25.4,0100000001011,25.4,23.4,25.4,25.4,25.4,22.9,22.9,22.9,25.4,23.4,25.4,20.7,20.7,0000011100011
SPC_1960,27.4,0001110111011,27.4,25.1,27.4,25.6,23.0,23.0,25.1,25.6,25.6,23.0,25.1,23.0,25.6,0100111001110
SPC_1961,24.7,0110100101110,24.7,22.7,19.8,22.2,19.8,24.7,24.7,19.8,22.2,22.7,22.7,22.7,22.2,0011100110001
SPC_1962,23.3,0101100010000,20.6,21.2,23.3,21.2,21.2,23.3,23.3,23.3,21.2,20.6,23.3,20.6,20.6,1000000001011
SPC_1963,25.3,0011110010110,25.3,25.3,23.3,23.3,20.5,23.3,22.8,25.3,23.3,25.3,23.3,23.3,25.3,0000101000000
SPC_1964,25.9,0010010101011,25.9,25.9,21.3,23.5,23.5,24.0,25.9,21.3,25.9,24.0,23.5,21.3,24.0,0011100100110
SPC_1965,26.2,0000111100100,26.2,23.9,26.2,26.2,21.7,24.4,24.4,21.7,23.9,26.2,24.4,26.2,23.9,0100100110001
SPC_1966,27.2,0011100100000,27.2,24.9,25.4,22.8,25.4,24.9,24.9,22.8,24.9,24.9,27.2,27.2,27.2,0101011111000
SPC_1967,25.2,0111010010111,25.2,23.2,20.4,23.2,25.2,20.4,22.7,22.7,20.4,25.2,20.4,23.2,20.4,0010011110101
SPC_1968,24.7,0001110110000,24.7,24.7,22.1,19.8,19.8,19.8,22.1,19.8,19.8,22.1,24.7,22.1,22.1,0011111111011
SPC_1969,24.4,0100010111010,24.4,19.5,21.9,21.9,24.4,19.5,21.9,22.4,19.5,22.4,24.4,22.4,21.9,0111011010001
SPC_1970,25.1,0010101101101,25.1,22.6,23.1,22.6,23.1,22.6,23.1,20.3,22.6,23.1,20.3,25.1,23.1,0101010110100
SPC_1971,22.5,0100110000100,22.5,20.4,19.8,22.5,17.2,20.4,19.8,22.5,19.8,22.5,20.4,22.5,19.8,0010101010001
SPC_1972,26.1,0100001101000,26.1,21.6,26.1,23.8,26.1,26.1,21.6,21.6,23.8,24.3,26.1,23.8,26.1,0101001110010
SPC_1973,24.8,0010110001111,24.8,24.8,22.8,24.8,20.0,22.8,22.3,22.3,24.8,20.0,20.0,22.8,22.8,0000101101100
SPC_1974,24.3,0001100101101,24.3,21.7,24.3,22.3,19.4,21.7,21.7,22.3,21.7,19.4,19.4,21.7,22.3,0100111011110
SPC_1975,24.5,0101010010111,24.5,22.5,21.9,19.6,21.9,19.6,21.9,24.5,19.6,24.5,22.5,19.6,19.6,0011111010011
SPC_1976,25.6,0100011101110,25.6,20.9,23.2,25.6,23.2,20.9,20.9,20.9,23.2,20.9,20.9,20.9,25.6,0110111111110
SPC_1977,24.4,0001000000001,24.4,21.9,21.9,22.4,21.9,24.4,24.4,24.4,24.4,21.9,24.4,21.9,19.5,0110100001011
SPC_1978,27.1,0100010001111,27.1,25.3,24.8,27.1,27.1,22.7,27.1,24.8,24.8,22.7,22.7,22.7,22.7,0010010111111
SPC_1979,23.8,0010111000111,23.8,23.8,21.8,21.2,18.8,21.8,18.8,23.8,23.8,21.2,18.8,21.8,18.8,0001101001101
SPC_1980,23.4,0000100011110,23.4,20.8,23.4,23.4,18.3,23.4,23.4,20.8,18.3,21.3,18.3,21.3,23.4,0100100110100
SPC_1981,24.9,0101011010001,24.9,23.0,24.9,23.0,22.4,20.1,23.0,22.4,20.1,24.9,22.4,22.4,20.1,0000110110111
SPC_1982,27.4,0110000111010,27.4,23.1,25.6,25.2,25.2,25.2,27.4,25.6,25.6,25.6,25.2,23.1,27.4,0101110000110
SPC_1983,24.8,0111010101101,24.8,22.9,22.9,22.9,22.3,22.9,22.3,22.9,24.8,20.0,22.9,24.8,22.9,0000101001000
SPC_1984,27.5,0010000111111,27.5,25.3,23.2,25.3,27.5,27.5,27.5,23.2,23.2,25.7,25.7,23.2,23.2,0111000110011
SPC_1985,24.8,0011110000011,24.8,22.3,19.9,22.8,19.9,22.8,22.3,22.3,22.3,24.8,24.8,22.8,22.8,0110101110000
SPC_1986,26.8,0011000010110,26.8,26.8,22.3,25.0,26.8,24.5,26.8,26.8,25.0,24.5,25.0,25.0,24.5,0010010001001
SPC_1987,24.6,0111011101001,24.6,22.6,22.6,22.6,22.1,19.8,19.8,19.8,24.6,19.8,22.1,22.1,22.6,0000111101110
SPC_1988,25.0,0001111101100,25.0,22.5,22.5,20.2,20.2,20.2,20.2,20.2,25.0,20.2,20.2,25.0,22.5,0111111101101
SPC_1989,23.2,0001111100101,23.2,20.5,23.2,21.1,18.0,21.1,18.0,21.1,20.5,20.5,18.0,20.5,21.1,0100101011110
SPC_1990,24.3,0100000011001,24.3,19.4,24.3,24.3,21.8,24.3,21.8,21.8,19.4,22.3,24.3,21.8,22.3,0100101110010
SPC_1991,25.4,0011000001100,25.4,25.4,23.5,23.5,25.4,25.4,25.4,22.9,22.9,20.7,23.5,25.4,22.9,0000000111001
SPC_1992,25.1,0110011010001,25.1,23.1,20.3,22.6,25.1,23.1,20.3,22.6,20.3,22.6,22.6,25.1,23.1,0011001111100
SPC_1993,23.8,0101000010011,23.8,21.8,21.2,18.8,23.8,23.8,23.8,23.8,21.8,21.2,23.8,21.8,18.8,0011000001001
SPC_1994,25.7,0110010101100,25.7,23.8,23.8,25.7,25.7,21.1,23.3,23.8,23.3,23.8,23.8,23.3,25.7,0000011010010
SPC_1995,26.6,0101111001010,26.6,22.1,26.6,22.1,24.8,24.8,24.8,26.6,26.6,22.1,26.6,22.1,26.6,0101000001010
SPC_1996,27.4,0011101100100,27.4,25.1,23.0,23.0,25.6,25.1,23.0,23.0,27.4,27.4,25.6,25.1,25.1,0111011100011
SPC_1997,23.8,0000001001010,23.8,21.2,23.8,21.2,21.2,21.2,21.8,21.2,21.2,18.8,21.2,18.8,21.2,0101110111111
SPC_1998,24.9,0110101011110,24.9,23.0,20.1,22.4,20.1,24.9,23.0,22.4,23.0,23.0,23.0,20.1,24.9,0011100100010
SPC_1999,26.8,0110101110110,26.8,22.4,22.4,24.5,22.4,24.5,25.0,22.4,22.4,26.8,25.0,22.4,26.8,0111110110010
SPC_2000,24.8,0101000010001,24.8,22.9,22.3,20.0,24.8,22.3,22.3,22.3,20.0,22.3,24.8,22.3,22.9,0011011111010
SPC_2001,24.4,0000111111101,24.4,24.4,24.4,21.9,22.4,19.5,22.4,22.4,19.5,22.4,22.4,24.4,22.4,0001010010000
SPC_2002,26.2,0010000100010,26.2,26.2,24.3,23.8,26.2,26.2,26.2,21.6,23.8,23.8,23.8,21.6,23.8,0001000111111
SPC_2003,23.6,0101110101100,23.6,18.6,23.6,18.6,18.6,21.6,21.0,21.6,23.6,21.6,18.6,21.0,21.0,0101101000111
SPC_2004,23.4,0101000010110,23.4,18.2,23.4,18.2,20.7,20.7,20.7,23.4,21.3,20.7,21.3,18.2,20.7,0101111001011
SPC_2005,24.6,0000100110011,24.6,22.1,22.1,22.1,19.8,22.1,22.1,19.8,22.7,24.6,22.1,19.8,19.8,0111111100111
SPC_2006,24.9,1000001010001,22.9,24.9,22.4,22.4,22.4,22.4,20.1,24.9,20.1,24.9,24.9,24.9,22.9,0011111010000
SPC_2007,24.6,0100001100011,24.6,22.6,22.1,22.1,22.1,24.6,22.6,19.8,22.1,22.1,22.1,19.8,19.8,0011100111111
SPC_2008,26.3,0101111110010,26.3,21.8,26.3,21.8,24.5,21.8,21.8,24.5,24.5,26.3,26.3,24.5,24.0,0101011000001
SPC_2009,24.1,0000110111111,24.1,21.5,24.1,21.5,22.1,22.1,24.1,19.2,19.2,22.1,19.2,19.2,22.1,0101000110110
SPC_2010,24.7,0001000000010,24.7,22.2,24.7,19.8,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.7,22.2,0101111111101
SPC_2011,23.4,0101101011010,23.4,18.3,20.7,21.3,18.3,20.7,18.3,20.7,21.3,21.3,23.4,18.3,20.7,0110111100011
SPC_2012,23.6,0101000101001,23.6,18.5,23.6,18.5,23.6,20.9,20.9,21.5,20.9,18.5,20.9,23.6,18.5,0101011011101
SPC_2013,27.6,0101001111001,27.6,23.3,25.4,25.8,25.4,27.6,23.3,23.3,25.8,25.8,25.4,27.6,25.8,0110101100100
SPC_2014,27.6,0111111010000,27.6,25.9,25.9,23.3,23.3,25.9,23.3,27.6,25.9,25.4,25.4,25.4,25.4,0001101001111
SPC_2015,26.6,0000111010110,26.6,26.6,26.6,26.6,22.1,22.1,22.1,26.6,22.1,26.6,22.1,24.8,24.3,0000111010101
SPC_2016,25.0,0011111110101,25.0,22.5,23.0,20.2,23.0,23.0,23.0,20.2,23.0,22.5,23.0,25.0,23.0,0101000101000
SPC_2017,25.1,0011101110101,25.1,22.6,20.3,20.3,23.1,22.6,23.1,23.1,20.3,25.1,23.1,25.1,23.1,0111010010000
SPC_2018,26.9,0001000100110,26.9,24.7,26.9,25.1,24.7,24.7,24.7,25.1,24.7,26.9,22.5,22.5,26.9,0100111010110
SPC_2019,23.8,0011000100011,23.8,21.2,21.8,21.8,23.8,23.8,23.8,18.8,23.8,21.2,21.2,18.8,18.8,0100000101111
SPC_2020,24.2,0111001000111,24.2,22.2,19.3,22.2,21.6,24.2,22.2,21.6,24.2,24.2,19.3,22.2,22.2,0010100100100
SPC_2021,25.7,0011010000000,25.7,23.3,23.8,21.0,23.3,23.8,23.3,25.7,25.7,25.7,25.7,23.3,25.7,0101101000010
SPC_2022,22.9,0111110011101,22.9,17.6,17.6,17.6,20.7,20.7,22.9,20.2,17.6,17.6,17.6,22.9,20.7,0111000111100
SPC_2023,26.6,0000101011010,26.6,26.6,24.2,26.6,24.7,24.2,22.1,26.6,22.1,22.1,26.6,24.7,26.6,0010011011000
SPC_2024,24.9,0010101110111,24.9,24.9,20.0,22.4,20.0,22.4,20.0,20.0,20.0,22.4,20.0,22.9,22.9,0011111111100
SPC_2025,24.4,0101100010110,24.4,22.4,21.8,19.5,22.4,21.8,24.4,24.4,22.4,21.8,19.5,19.5,24.4,0011010001110
SPC_2026,23.6,0101010111011,23.6,18.5,21.0,18.5,23.6,21.5,23.6,18.5,18.5,21.5,21.0,21.5,18.5,0111000110101
SPC_2027,27.9,0101001111011,27.9,23.6,25.7,23.6,27.9,27.9,26.1,23.6,26.1,23.6,27.9,26.1,23.6,0111000101001
SPC_2028,26.1,0000100011100,26.1,23.7,23.7,23.7,21.5,23.7,23.7,23.7,21.5,21.5,21.5,26.1,26.1,0111111111100
SPC_2029,25.9,0001100100000,25.9,25.9,25.9,21.3,21.3,23.5,25.9,21.3,25.9,25.9,25.9,25.9,23.5,0001110100001
SPC_2030,28.3,0011111000011,28.3,26.1,24.1,24.1,24.1,24.1,26.6,26.1,28.3,26.1,28.3,26.6,24.1,0111110101001
SPC_2031,26.6,0100001001010,26.6,22.1,26.6,24.3,24.3,24.3,24.8,24.3,26.6,24.8,26.6,24.8,24.3,0101110100001
SPC_2032,23.9,0011000001110,23.9,21.3,21.8,18.9,23.9,23.9,23.9,23.9,21.3,18.9,18.9,21.8,23.9,0101000011100
SPC_2033,27.1,0100011010110,27.1,22.7,24.8,27.1,24.8,25.3,22.7,24.8,25.3,27.1,25.3,22.7,27.1,0110101100010
SPC_2034,22.5,0110001110110,22.5,17.2,20.3,22.5,19.8,19.8,17.2,20.3,20.3,22.5,17.2,17.2,19.8,0100111000111
SPC_2035,23.2,0001001011111,23.2,23.2,20.6,21.1,23.2,20.6,21.1,23.2,21.1,18.1,21.1,21.1,21.1,0010010001000
SPC_2036,24.0,0011001000011,24.0,24.0,19.0,19.0,21.4,24.0,19.0,21.4,21.4,24.0,24.0,22.0,22.0,0011101110000
SPC_2037,0.0,0010011110110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000000000000
SPC_2038,25.0,0101011101111,22.5,23.1,25.0,23.1,25.0,23.1,20.2,20.2,25.0,23.1,20.2,23.1,23.1,1000001100100
SPC_2039,27.1,0011101100111,27.1,24.9,22.8,25.3,22.8,27.1,25.3,22.8,24.9,24.9,25.3,22.8,25.3,0110100111010
SPC_2040,26.2,0000010110101,26.2,23.8,26.2,26.2,23.8,21.6,23.8,21.6,21.6,26.2,24.3,23.8,24.3,0100111110010
SPC_2041,23.4,0010001011100,23.4,20.7,18.3,20.7,20.7,23.4,18.3,23.4,21.3,21.3,21.3,20.7,20.7,0111101000011
SPC_2042,25.4,0111100111110,25.4,23.5,23.5,23.5,20.7,23.0,23.0,23.5,23.5,20.7,20.7,20.7,23.0,0000111001111
SPC_2043,22.9,0100011111011,22.9,20.8,20.2,22.9,22.9,20.8,17.7,20.8,20.8,20.8,20.2,20.8,20.8,0010001000100
SPC_2044,27.7,0111011000001,27.7,23.4,25.9,25.9,25.5,23.4,25.9,27.7,27.7,27.7,25.5,27.7,25.9,0100110000100
SPC_2045,25.9,0100011111000,25.9,21.3,25.9,23.6,23.6,24.1,21.3,21.3,21.3,21.3,25.9,23.6,23.6,0101101111011
SPC_2046,24.5,0111111111001,24.5,22.5,22.5,19.7,22.5,22.5,19.7,19.7,19.7,22.5,24.5,24.5,19.7,0001001110001
SPC_2047,26.5,0000101010111,26.5,26.5,26.5,26.5,24.6,26.5,22.0,24.1,22.0,26.5,24.6,24.6,24.6,0000001110000
SPC_2048,25.6,0010111100111,25.6,23.2,20.9,23.2,20.9,20.9,23.7,20.9,25.6,23.2,23.7,20.9,20.9,0111110101011
SPC_2049,25.2,0111100000101,25.2,23.3,20.5,23.3,20.5,25.2,22.7,22.7,22.7,25.2,23.3,22.7,20.5,0010101110011
SPC_2050,22.2,0101011000010,22.2,20.1,19.5,20.1,22.2,20.1,16.9,22.2,22.2,22.2,22.2,16.9,22.2,0010001000010
SPC_2051,26.8,0111101101100,26.8,22.4,25.0,22.4,22.4,26.8,25.0,25.0,26.8,22.4,25.0,24.5,26.8,0101100001010
SPC_2052,23.8,0111110010010,23.8,21.7,18.7,18.7,18.7,21.7,21.1,21.1,21.7,23.8,21.1,21.7,23.8,0011101100100
SPC_2053,23.6,0011011100100,23.6,23.6,18.6,18.6,21.0,21.6,18.6,18.6,23.6,21.0,18.6,21.0,21.0,0011101101111
SPC_2054,21.8,0101011111101,21.8,19.6,19.0,19.6,19.0,16.4,16.4,16.4,16.4,16.4,16.4,21.8,16.4,0010111111101
SPC_2055,23.4,0111101010111,23.4,21.3,18.3,21.3,21.3,20.7,18.3,23.4,18.3,20.7,21.3,18.3,21.3,0010011011010
SPC_2056,27.3,0111000001100,27.3,23.0,23.0,25.6,25.1,27.3,27.3,27.3,27.3,25.6,23.0,25.1,27.3,0110100000110
SPC_2057,24.5,0111100011011,24.5,22.5,22.5,19.7,19.7,22.0,22.0,22.0,19.7,19.7,24.5,22.5,19.7,0001111111001
SPC_2058,24.8,0000110110001,24.8,24.8,22.2,22.2,19.9,19.9,24.8,19.9,19.9,22.2,24.8,22.2,22.8,0011110111010
SPC_2059,27.5,0100010110000,27.5,25.7,27.5,27.5,27.5,23.2,25.2,25.7,23.2,27.5,27.5,27.5,25.2,0000011010001
SPC_2060,25.8,1000000001010,23.9,23.4,23.4,23.4,25.8,23.4,25.8,23.4,23.4,21.2,25.8,23.9,25.8,0111010111000
SPC_2061,23.7,0000100010001,23.7,21.1,23.7,23.7,18.7,23.7,21.1,23.7,18.7,23.7,21.1,23.7,21.7,0100101010100
SPC_2062,25.9,0011011100000,25.9,23.6,24.1,24.1,25.9,21.3,24.1,21.3,25.9,23.6,23.6,23.6,25.9,0100010101110
SPC_2063,22.6,0010100101100,22.6,19.9,20.5,19.9,17.4,19.9,22.6,17.4,19.9,20.5,20.5,19.9,19.9,0101110110011
SPC_2064,25.9,0110111110100,25.9,24.0,21.3,25.9,21.3,24.0,21.3,24.0,24.0,23.5,21.3,23.5,25.9,0010101001110
SPC_2065,24.4,0000001011000,24.4,21.8,21.8,24.4,21.8,24.4,22.4,21.8,19.4,22.4,24.4,21.8,24.4,0110100110010
SPC_2066,26.1,0000110011010,26.1,23.7,23.7,26.1,21.6,24.3,26.1,23.7,21.6,24.3,26.1,21.6,23.7,0110100110011
SPC_2067,27.6,0011101010101,27.6,25.3,25.8,23.3,23.3,27.6,25.8,25.3,23.3,27.6,23.3,27.6,23.3,0101100110101
SPC_2068,23.5,0111010110101,23.5,21.4,18.4,18.4,23.5,21.4,23.5,18.4,21.4,23.5,21.4,23.5,18.4,0011000100001
SPC_2069,26.8,0001011101100,26.8,26.8,24.5,25.0,26.8,25.0,22.4,25.0,24.5,22.4,22.4,26.8,26.8,0010001011100
SPC_2070,26.3,0110011001011,26.3,21.8,21.8,26.3,26.3,24.5,24.5,24.0,26.3,24.5,26.3,24.5,21.8,0110000100001
SPC_2071,24.6,0100001100100,24.6,19.7,24.6,22.1,24.6,22.1,22.6,19.7,24.6,22.1,19.7,24.6,24.6,0101010101100
SPC_2072,24.1,1000000001100,22.0,24.1,24.1,21.5,24.1,21.5,21.5,24.1,21.5,22.0,19.1,21.5,24.1,0001011010110
SPC_2073,26.0,0101110000000,26.0,24.1,23.6,24.1,24.1,24.1,26.0,26.0,23.6,26.0,23.6,26.0,26.0,0010000010100
SPC_2074,26.4,0110101011100,26.4,21.8,24.5,24.0,24.5,24.0,24.5,26.4,21.8,24.5,24.5,26.4,26.4,0101010010000
SPC_2075,23.2,0001001100100,23.2,23.2,20.5,18.0,23.2,20.5,21.1,21.1,20.5,23.2,18.0,23.2,20.5,0011010010101
SPC_2076,22.7,0101110100101,22.7,17.5,20.0,20.6,20.6,20.6,20.0,20.6,22.7,20.0,20.6,20.0,20.6,0110001001010
SPC_2077,26.5,0110001110010,26.5,22.0,24.7,26.5,24.2,24.2,24.7,24.7,22.0,26.5,24.2,22.0,24.2,0100110010111
SPC_2078,24.5,0001111001001,24.5,22.0,22.0,19.6,22.5,19.6,19.6,24.5,22.0,22.5,24.5,24.5,22.5,0111011010000
SPC_2079,22.8,0010010010101,22.8,22.8,17.6,22.8,22.8,20.6,22.8,22.8,20.6,20.1,17.6,22.8,17.6,0010000001101
SPC_2080,24.5,0000101011000,24.5,22.0,24.5,24.5,22.5,24.5,22.5,24.5,22.5,19.6,22.0,22.0,24.5,0100000001110
SPC_2081,23.5,0100111010100,23.5,21.4,20.9,23.5,18.4,18.4,18.4,20.9,21.4,23.5,18.4,23.5,20.9,0010111100101
SPC_2082,0.0,0100110101000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000000000000
